,text,star,app_id,reviewDate,Grammar
2591,I love this app cuz I do amazing editing with it I even prank people by doing editing,5,com.linecorp.b612.android,18/03/21,Error
2592,Nice app,3,com.linecorp.b612.android,18/03/21,Coorect
2593,Nica,4,com.linecorp.b612.android,18/03/21,Error
2594,Good,5,com.linecorp.b612.android,18/03/21,Coorect
2595,Very very useful,5,com.linecorp.b612.android,18/03/21,Error
2596,photo grafey,5,com.linecorp.b612.android,18/03/21,Error
2597,I like it.,5,com.linecorp.b612.android,18/03/21,Coorect
2598,Bast app,5,com.linecorp.b612.android,18/03/21,Coorect
2599,I am in love with this app for clicking pictures.. Sp beautiful features to use.. 🥰 LOVED it 💕💕💫,4,com.linecorp.b612.android,18/03/21,Error
2600,Nice aap 😁😁😁😁👌👌🧑🕺,5,com.linecorp.b612.android,18/03/21,Error
2601,Dame cool plus the bt21 eek soo coool borahae,5,com.linecorp.b612.android,18/03/21,Error
2602,Good,5,com.linecorp.b612.android,18/03/21,Coorect
2603,I love this app so much my sister also like this app so much 🥰🥰,5,com.linecorp.b612.android,18/03/21,Coorect
2604,😍😍😍😍😍😍😍❤❤❤❤❤❤💕💕💕💕,5,com.linecorp.b612.android,18/03/21,Coorect
2605,I love it❤️,5,com.linecorp.b612.android,18/03/21,Error
2606,"Pubj is very super game . But thoes graphic are low in the game, costumes graphics are low.but the game is same to our real life war",4,com.tencent.iglite,18/03/21,Error
2607,Game is good I am like game,5,com.tencent.iglite,18/03/21,Coorect
2608,My life my pubg Always play this game 8hrs And i fell this game pubg mobile and pubg lite 2 best pubg mobile 100% Pubg lite - 60% 100milion + download this game My life BEST GAME PUBG ❤,5,com.tencent.iglite,18/03/21,Error
2609,STARANONYMOUS,5,com.tencent.iglite,18/03/21,Error
2610,Wow,5,com.tencent.iglite,18/03/21,Coorect
2611,PUBG is the best of all,5,com.tencent.iglite,18/03/21,Coorect
2612,as,4,com.tencent.iglite,18/03/21,Coorect
2613,Its the lovely lovely game but this game is i think this game is lockl game i am soo sory but its true,5,com.tencent.iglite,18/03/21,Error
2614,This is good game I playing 2021,5,com.tencent.iglite,18/03/21,Error
2615,"This is amazing 👍.I was download many shooting games over the palystore,google but when download Punj lite.....it's amazing experience...Thanks for Creater... keep it... 🫂",5,com.tencent.iglite,18/03/21,Error
2616,This game is awesome but plz come back India,5,com.tencent.iglite,18/03/21,Error
2617,Perfect 💓,5,com.tencent.iglite,18/03/21,Coorect
2618,It's a good one game 😜,5,com.tencent.iglite,18/03/21,Coorect
2619,My Rank is gilich please Fix,4,com.tencent.iglite,18/03/21,Error
2620,good game,5,com.tencent.iglite,18/03/21,Error
2621,Best game i ever played,5,com.tencent.iglite,18/03/21,Error
2622,Bestest game in the world,5,com.tencent.iglite,18/03/21,Error
2623,it is fun,3,com.tencent.iglite,18/03/21,Error
2624,Nice game,5,com.tencent.iglite,18/03/21,Coorect
2625,Acga game 🎮 First time,5,com.tencent.iglite,18/03/21,Error
2626,Ok,3,com.tencent.iglite,18/03/21,Coorect
2627,Please give a new update please in Vaverange,5,com.tencent.iglite,18/03/21,Error
2628,It is really a good game but it's problem is lagging and I request to you that tdm wharehouse is came back in game,4,com.tencent.iglite,18/03/21,Error
2629,This is not like pubg mobile,2,com.tencent.iglite,18/03/21,Error
2630,"Sar sar sar plz plz plz, remove RPG",1,com.tencent.iglite,18/03/21,Error
2631,I don't like this game.so bad.,1,com.tencent.iglite,18/03/21,Error
2632,اعوي لعبه شفتها بحياتي,1,com.tencent.iglite,18/03/21,Coorect
2633,I love you pub g,5,com.tencent.iglite,18/03/21,Coorect
2634,🖕,5,com.tencent.iglite,18/03/21,Coorect
2635,Nice battle game,5,com.tencent.iglite,18/03/21,Coorect
2636,We want some changes in game ms is going too high and mathing is takhin to much time for starting and we also want second tdm in pubg Mobile Lite so kindley solve our problems,2,com.tencent.iglite,18/03/21,Error
2637,Its fun but its hunging plz fix it as soon as possible,3,com.tencent.iglite,18/03/21,Error
2638,Best game,5,com.tencent.iglite,18/03/21,Coorect
2639,THE GAME IS PERFECT BYT THEY STINGY VERY STINGY WITH MONEY,5,com.tencent.iglite,18/03/21,Error
2640,Good good,5,com.tencent.iglite,18/03/21,Error
2641,nice choice,4,com.tencent.iglite,18/03/21,Error
2642,Abdul hadi,1,com.tencent.iglite,18/03/21,Error
2643,"Wonderful game, would highly recommend it I like it...",5,com.tencent.iglite,18/03/21,Coorect
2644,It great but it bug and in other update put warehouse and some beer some bird also and in the sea put sharks it will be great to play,5,com.tencent.iglite,18/03/21,Error
2645,Nyc 🎮,5,com.tencent.iglite,18/03/21,Error
2646,Nice,5,com.tencent.iglite,18/03/21,Coorect
2647,I love this game,5,com.tencent.iglite,18/03/21,Coorect
2648,Yes OK,5,com.tencent.iglite,18/03/21,Coorect
2649,"The game is very heavy on weak devices,and there is a lot of screen cutting and it does not provide any connection to the weak devices.the game becomes complex it isn't Lite anymore There lots mode for us to play. The lenthg of a game has Ben increasing since this app is established.",5,com.tencent.iglite,18/03/21,Error
2650,puagg,1,com.tencent.iglite,18/03/21,Error
2651,Very good😀😀😀😀😀😃😃😃😃😃😃😃😀😀😄😄😃😃😀😀,5,com.tencent.iglite,18/03/21,Error
2652,Please add room card in clan,5,com.tencent.iglite,18/03/21,Coorect
2653,Adilkhan. My mobli samll,5,com.tencent.iglite,18/03/21,Error
2654,This game is really starting to get boring. I'm about to delete it now I'm the next five days,5,com.tencent.iglite,18/03/21,Coorect
2655,FREE FIRE KR LO AP SARE FF IS BEST GAME,5,com.tencent.iglite,18/03/21,Error
2656,Like very much,5,com.tencent.iglite,18/03/21,Coorect
2657,This game is not a game It is 🙄 🤔 🤔 🤔 🤔 Speechless 🤐,5,com.tencent.iglite,18/03/21,Coorect
2658,Please open the gun cliam,5,com.tencent.iglite,18/03/21,Error
2659,this is best game but i like tdm and tdm warehouse was deleted when? tdm warehouse will return?,2,com.tencent.iglite,18/03/21,Error
2660,Fun,5,com.tencent.iglite,18/03/21,Coorect
2661,Aliyan,1,com.tencent.iglite,18/03/21,Error
2662,It us very good game,5,com.tencent.iglite,18/03/21,Error
2663,Jutt,5,com.tencent.iglite,18/03/21,Error
2664,👌👌👍👈😱,5,com.tencent.iglite,18/03/21,Coorect
2665,Naice,5,com.tencent.iglite,18/03/21,Error
2666,Good,5,com.tencent.iglite,18/03/21,Coorect
2667,Very bad because tdm mode is also gone i donot like this game now. The controls are not good.,1,com.tencent.iglite,18/03/21,Error
2668,Ain't good without tdm,3,com.tencent.iglite,18/03/21,Error
2669,Good g,4,com.tencent.iglite,18/03/21,Coorect
2670,সেই,5,com.tencent.iglite,18/03/21,Coorect
2671,Rocky Mantal plzzzzzzzz,5,com.tencent.iglite,18/03/21,Error
2672,I love this game💚,5,com.tencent.iglite,18/03/21,Error
2673,اللعبه دي ممتعه وحلوه قوي,3,com.tencent.iglite,18/03/21,Coorect
2674,Nice game,5,com.tencent.iglite,18/03/21,Coorect
2675,Not bad,3,com.tencent.iglite,18/03/21,Coorect
2676,Zahid Ali,1,com.tencent.iglite,18/03/21,Coorect
2677,العبه حلو بس نمة بدي العب فيها يطلعلي هي العلامة ⚠ او يمكن ازا صارت يطلعلي الوقت متل هي ⬇ ويبلش لحته يقولو finish مشان الله حلولها مشان الله 😢 بلييز,5,com.tencent.iglite,18/03/21,Coorect
2678,Best game,5,com.tencent.iglite,18/03/21,Coorect
2679,Good,5,com.tencent.iglite,18/03/21,Coorect
2680,Tdm,5,com.tencent.iglite,18/03/21,Error
2681,Good game,5,com.tencent.iglite,18/03/21,Coorect
2682,Fix gyro asap,1,com.tencent.iglite,18/03/21,Coorect
2683,Good,5,com.tencent.iglite,18/03/21,Coorect
2684,I like this PUBG,5,com.tencent.iglite,18/03/21,Coorect
2685,Gohar Ali Maher,5,com.tencent.iglite,18/03/21,Error
2686,Mehboob,4,com.tencent.iglite,18/03/21,Error
2687,very nice,5,com.tencent.iglite,18/03/21,Error
2688,Tbm Mord Ple Good Kya. Boy ❤,5,com.tencent.iglite,18/03/21,Error
2689,Nice,5,com.tencent.iglite,18/03/21,Coorect
2690,Palpitation a dick with 2 months and America you know,5,com.tencent.iglite,18/03/21,Coorect
2691,Top,5,com.tencent.iglite,18/03/21,Coorect
2692,m.Awais Zahid,5,com.tencent.iglite,18/03/21,Error
2693,Super,5,com.tencent.iglite,18/03/21,Coorect
2694,I can't find tdm match 🥺🥺🥺,3,com.tencent.iglite,18/03/21,Error
2695,Good game for gamers but some problem i have good internet but my game not work properly please solve this problem from game.,5,com.tencent.iglite,18/03/21,Error
2696,niceee but new when update 0.21.0 kab,5,com.tencent.iglite,18/03/21,Error
2697,Nothing just fix ping problem please please. Or the game wil die soon.,1,com.tencent.iglite,18/03/21,Error
2698,Bomba 27 kill les zordu adim EltunEliyev333 du vs atin,5,com.tencent.iglite,18/03/21,Error
2699,pubg,4,com.tencent.iglite,18/03/21,Error
2700,Pro player,5,com.tencent.iglite,18/03/21,Coorect
2701,🥰🥰🥰🥰🥰🥰,1,com.tencent.iglite,18/03/21,Coorect
2702,Game is so lagging,1,com.tencent.iglite,18/03/21,Coorect
2703,i want to gro my account,5,com.tencent.iglite,18/03/21,Error
2704,good game,5,com.king.candycrushsodasaga,18/03/21,Error
2705,Like the graphics,5,com.king.candycrushsodasaga,18/03/21,Coorect
2706,My name is Rinku kumar,5,com.king.candycrushsodasaga,18/03/21,Error
2707,Its fun and enjoyable,3,com.king.candycrushsodasaga,18/03/21,Coorect
2708,It's a game of luck many times.. it's not following its genuine rules.. many times a simple level took more than 10 attempt and a hard level crossed with in 1 attempt with much moves left.,1,com.king.candycrushsodasaga,18/03/21,Error
2709,This is the worst game for time lose of every one don't play any one like me for ur expansive time don't waste ur time this is my humble request to you please,1,com.king.candycrushsodasaga,18/03/21,Error
2710,It is so fun im only 15 Lmao,5,com.king.candycrushsodasaga,18/03/21,Error
2711,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2712,Fun,5,com.king.candycrushsodasaga,18/03/21,Coorect
2713,Amazing,5,com.king.candycrushsodasaga,18/03/21,Coorect
2714,ABBAS Zohrain,1,com.king.candycrushsodasaga,18/03/21,Error
2715,Rokey,5,com.king.candycrushsodasaga,18/03/21,Error
2716,Please give files,5,com.king.candycrushsodasaga,18/03/21,Coorect
2717,Osm,5,com.king.candycrushsodasaga,18/03/21,Error
2718,Great game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2719,Awesome,5,com.king.candycrushsodasaga,18/03/21,Coorect
2720,Play the game every day,5,com.king.candycrushsodasaga,18/03/21,Coorect
2721,What are you doing to stop this game from freezing this game is still freezing and it takes your progress,1,com.king.candycrushsodasaga,18/03/21,Error
2722,Good Good Ful Ksdu,5,com.king.candycrushsodasaga,18/03/21,Error
2723,Supr,2,com.king.candycrushsodasaga,18/03/21,Error
2724,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2725,Happy,3,com.king.candycrushsodasaga,18/03/21,Coorect
2726,Sexy,5,com.king.candycrushsodasaga,18/03/21,Coorect
2727,Rudra,5,com.king.candycrushsodasaga,18/03/21,Error
2728,Enjoying your game . Thanx much. Having fun.Happy Easter. Merry xmas. Still fun. Happy St. Patricks Day. And Happy Easter.,5,com.king.candycrushsodasaga,18/03/21,Error
2729,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2730,Fun game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2731,All the best,1,com.king.candycrushsodasaga,18/03/21,Coorect
2732,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2733,Sweet candy soda,5,com.king.candycrushsodasaga,18/03/21,Coorect
2734,I like candy crush saga because It is indian 🎮🎮,4,com.king.candycrushsodasaga,18/03/21,Error
2735,Amazing game better version of candy crush,5,com.king.candycrushsodasaga,18/03/21,Error
2736,Yes yep,5,com.king.candycrushsodasaga,18/03/21,Coorect
2737,Excellent grame will let my frends no about candy crush soda and to have a go they will enjoy it xxxxx,5,com.king.candycrushsodasaga,18/03/21,Error
2738,Good game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2739,Nice game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2740,So much fuuuuuun Entertaining,5,com.king.candycrushsodasaga,18/03/21,Error
2741,Nice game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2742,Relaxing 😌,5,com.king.candycrushsodasaga,18/03/21,Coorect
2743,This is good for everyone,4,com.king.candycrushsodasaga,18/03/21,Coorect
2744,Sweet Candy.,5,com.king.candycrushsodasaga,18/03/21,Coorect
2745,good game,5,com.king.candycrushsodasaga,18/03/21,Error
2746,My gold bars magically dissappear without me using them for an extra turn. Has happened a few times. Not cool.,1,com.king.candycrushsodasaga,18/03/21,Error
2747,Very good,4,com.king.candycrushsodasaga,18/03/21,Coorect
2748,Super game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2749,"my favorite game,i cant stop playing....",5,com.king.candycrushsodasaga,18/03/21,Error
2750,Very fun game better than the crush.,5,com.king.candycrushsodasaga,18/03/21,Coorect
2751,Interesting..,5,com.king.candycrushsodasaga,18/03/21,Error
2752,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2753,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2754,It's a fantastic game I love this game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2755,Wariaw habi kango lago laho horikango wari wari lahuba karu ma wakula magi kango lukiro sabura hulo hulo lamura muri muri kukumaro suria lahuba tuku tuku kango kuribo,1,com.king.candycrushsodasaga,18/03/21,Error
2756,The game is interesting but the app is sometimes very slow,3,com.king.candycrushsodasaga,18/03/21,Error
2757,It's downloading bt it's nt installed aftr the dwnld gets cmplte. ..,2,com.king.candycrushsodasaga,18/03/21,Error
2758,Nice game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2759,Nice game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2760,M in love with this game. I love this more the candy crush saga,5,com.king.candycrushsodasaga,18/03/21,Error
2761,This is the most fixed money grab game there is. Just look who makes the game they need to pay for all the ads they put out. TOTAL RIPOFF game and company Run from game,1,com.king.candycrushsodasaga,18/03/21,Coorect
2762,The game is not responding to any of the moves at LEVEL 1227 I have been trying to complete the game since YESTERDAY But the game is not responding to my moves further MOVE 15!!! Please FIX It,1,com.king.candycrushsodasaga,18/03/21,Coorect
2763,VERY good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2764,Good,4,com.king.candycrushsodasaga,18/03/21,Coorect
2765,Very good game 👍👍👍👍👍👍👍👍,5,com.king.candycrushsodasaga,18/03/21,Coorect
2766,Love it,5,com.king.candycrushsodasaga,18/03/21,Coorect
2767,I like it,5,com.king.candycrushsodasaga,18/03/21,Coorect
2768,FdfgSwipe left or right to deleteLong press to edit & lockggx Sxzd fu ddtzD,5,com.king.candycrushsodasaga,18/03/21,Error
2769,i love this game im in lv.72 and barry is always lose my brother is lv.46,5,com.king.candycrushsodasaga,18/03/21,Error
2770,Adults need,5,com.king.candycrushsodasaga,18/03/21,Coorect
2771,good,3,com.king.candycrushsodasaga,18/03/21,Coorect
2772,Its fun and it kills time,5,com.king.candycrushsodasaga,18/03/21,Coorect
2773,Adventure,4,com.king.candycrushsodasaga,18/03/21,Coorect
2774,entertainment,3,com.king.candycrushsodasaga,18/03/21,Coorect
2775,This game is awesome!!,5,com.ea.game.simcitymobile_row,18/03/21,Coorect
2776,The game is perfect for stress management.,3,com.king.candycrushsodasaga,18/03/21,Coorect
2777,Enjoy it,5,com.king.candycrushsodasaga,18/03/21,Coorect
2778,Love it!,5,com.king.candycrushsodasaga,18/03/21,Coorect
2779,Datereviewatethisapp,5,com.king.candycrushsodasaga,18/03/21,Error
2780,Superb,5,com.king.candycrushsodasaga,18/03/21,Coorect
2781,Ok,5,com.king.candycrushsodasaga,18/03/21,Coorect
2782,Love for Candy Crush Soda Saga,5,com.king.candycrushsodasaga,18/03/21,Coorect
2783,1 good,1,com.king.candycrushsodasaga,18/03/21,Coorect
2784,Nice Game...👌 This was a amazing game.... 👍,5,com.king.candycrushsodasaga,18/03/21,Error
2785,Nice.,4,com.king.candycrushsodasaga,18/03/21,Coorect
2786,Nice and beautiful and more lovely,5,com.king.candycrushsodasaga,18/03/21,Coorect
2787,Nice game,3,com.king.candycrushsodasaga,18/03/21,Coorect
2788,Excellent,5,com.king.candycrushsodasaga,18/03/21,Coorect
2789,Superrr,5,com.king.candycrushsodasaga,18/03/21,Error
2790,Always loving ♥️,5,com.king.candycrushsodasaga,18/03/21,Coorect
2791,It's a 5 star game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2792,Interesting n struggling,4,com.king.candycrushsodasaga,18/03/21,Coorect
2793,Good,5,com.king.candycrushsodasaga,18/03/21,Coorect
2794,I play this game and win in 4000 level i like this game,5,com.king.candycrushsodasaga,18/03/21,Error
2795,Very intersting games i got lots of fun so i am very exited for play the game,5,com.king.candycrushsodasaga,18/03/21,Error
2796,Good...interesting,5,com.king.candycrushsodasaga,18/03/21,Coorect
2797,Great fun,5,com.king.candycrushsodasaga,18/03/21,Coorect
2798,It is usfull for all of people,1,com.king.candycrushsodasaga,18/03/21,Error
2799,Great game very addictive,5,com.king.candycrushsodasaga,18/03/21,Coorect
2800,Good fun game,5,com.king.candycrushsodasaga,18/03/21,Coorect
2801,Worst app and customer care is more worse we need to wait for morethan 30 mins to talk to customer care executive...never seen such a worst customer care and app is full of bugs because of these bugs we are loosing many opportunities,1,com.sharekhan.androidsharemobile,18/03/21,Error
2802,"After update, App is not working. Crashes when trying to login.",1,com.sharekhan.androidsharemobile,18/03/21,Error
2803,Not opening,1,com.sharekhan.androidsharemobile,18/03/21,Coorect
2804,Very good,5,com.sharekhan.androidsharemobile,18/03/21,Coorect
2805,My Sharekhan app not opening after tapping again and again,4,com.sharekhan.androidsharemobile,18/03/21,Error
2806,Worst App. Its crashing i am unable to open it.,1,com.sharekhan.androidsharemobile,18/03/21,Error
2807,The brokerage charge is too high. Stay away from Sharekhan 🥵,1,com.sharekhan.androidsharemobile,18/03/21,Error
2808,Very Bad why. Point after 4yrs of exp on.sharekhan app. 1. Sharekhan should hire good people in.mgt who are more caring abt client. 2. Tech issue always. So they must know what are the required thing to be added in app feature. 3. Very very bad in term of t&c transparency- you will take loss just due to you are not aware abt the term and condition and unable to see margin inside app. 4. Required elements are missing on trading app. Why you are so lazy guys,1,com.sharekhan.androidsharemobile,18/03/21,Error
2809,need to upgrade this app....,3,com.sharekhan.androidsharemobile,18/03/21,Error
2810,Good,5,com.sharekhan.androidsharemobile,18/03/21,Coorect
2811,This application has suddenly stopped working..... It doesn't initiate at all.... I get an error 'The app keeps stopping',2,com.sharekhan.androidsharemobile,18/03/21,Coorect
2812,Ridiculous app. The customer services never respond incase there's a transaction issue and your money has got stuck. It's has happened a lot of times,1,com.sharekhan.androidsharemobile,18/03/21,Error
2813,"Unable to withdrawal funds at every time, worst application i have seen.",1,com.sharekhan.androidsharemobile,18/03/21,Error
2814,After update its not working,1,com.sharekhan.androidsharemobile,18/03/21,Error
2815,Plese help me,5,com.tencent.mm,18/03/21,Error
2816,Good app,3,com.tencent.mm,18/03/21,Coorect
2817,Worse apps ever existed,1,com.tencent.mm,18/03/21,Coorect
2818,Love to use wechat,5,com.tencent.mm,18/03/21,Error
2819,"Good, better, best,",5,com.tencent.mm,18/03/21,Coorect
2820,I love it 😍,5,com.tencent.mm,18/03/21,Coorect
2821,Bad app,1,com.tencent.mm,18/03/21,Coorect
2822,REALLY COOL my cousin in China is so far away from me and I'm able to speak with her really well!,5,com.tencent.mm,18/03/21,Error
2823,Take up too much space... App size keep growing and not able to reduce even deleting files or chat.. something is wrong with this app,1,com.tencent.mm,18/03/21,Error
2824,Not God,1,com.tencent.mm,18/03/21,Coorect
2825,"It's so frustrating!!!!!!!!!!!!!!!!!!!!! I've never been that frustrated with an app before. I can't sign up because I'm stuck on the puzzle verification, kept asking me to slide the puzzle to the location for like 30 times and I still can't pass the puzzle and sign up. Did WeChat not pay your developer or something and why play this prank?!! Not interested to get new users anymore?!",1,com.tencent.mm,18/03/21,Coorect
2826,Goodness,5,com.tencent.mm,18/03/21,Coorect
2827,tanya bapak ko,5,com.tencent.mm,18/03/21,Error
2828,I just use wechat for chinese brawl stars :/,3,com.tencent.mm,18/03/21,Error
2829,Wechat is an absolute garbage,1,com.tencent.mm,18/03/21,Error
2830,Stupid Chinese App,1,com.tencent.mm,18/03/21,Coorect
2831,NEVER OPENED FOR ME SOME GLITCH AND NO ONE ANSWERED MY QUESTIONS NO SERVICE,1,com.tencent.mm,18/03/21,Coorect
2832,"I used to give it 4 star. But, the usage of storage make me mad but I still need this app :( I hvabe enough space but still can't open the app. could u plz fix this problem",2,com.tencent.mm,18/03/21,Error
2833,Good,4,com.tencent.mm,18/03/21,Coorect
2834,Unable to create an account because I don't have a friend to verify me. I'll just chat elsewhere. Stupidest verification system I've ever seen.,1,com.tencent.mm,18/03/21,Coorect
2835,Bad experience,1,com.tencent.mm,18/03/21,Coorect
2836,It a great app but i can't open it in my phone and it will keep switching my phone off,1,com.tencent.mm,18/03/21,Error
2837,good,5,com.tencent.mm,18/03/21,Coorect
2838,When will version 8 be available on Google Play?,5,com.tencent.mm,18/03/21,Coorect
2839,I wanna boycott all China Production #RejectMilitaryCoup #ShameOnYouChina,1,com.tencent.mm,18/03/21,Error
2840,"The people nearby section is not working, always says, unable to load location, please fix",2,com.tencent.mm,18/03/21,Coorect
2841,This is China product.,1,com.tencent.mm,18/03/21,Coorect
2842,Useless app security f*,1,com.tencent.mm,18/03/21,Coorect
2843,Its one of the bestgames ever,5,com.ea.game.simcitymobile_row,18/03/21,Error
2844,Suddenly file crush and all contact lost... Is that someone try to hack my phone by using wechat? First time having this problem by using phone app.,1,com.tencent.mm,18/03/21,Error
2845,My App doesn't have a option to reply to a comment.,3,com.tencent.mm,18/03/21,Error
2846,not create account,1,com.tencent.mm,18/03/21,Error
2847,Wechat skrg sangat menyusahkan nak register. Tak mcm dlu... Xboleh ke mudahkan pengguna.,1,com.tencent.mm,18/03/21,Error
2848,China is stealing our personal information. Boycott Chinese application!,1,com.tencent.mm,18/03/21,Coorect
2849,Boycotting of China App,1,com.tencent.mm,18/03/21,Coorect
2850,"Do I seriously have to hunt down a user of this app just so I can complete the joining process for myself? What a terrible, terrible design. There is no way I'm jumping through hoops to join when I can just keep using Kik.",1,com.tencent.mm,18/03/21,Error
2851,Why come out system error?please settle it's soon.,1,com.tencent.mm,18/03/21,Coorect
2852,"China is bad county for myanmar ppl, they support Military to kill us.",1,com.tencent.mm,18/03/21,Error
2853,Trash china made app. Verification process takes forever,1,com.tencent.mm,18/03/21,Coorect
2854,Very bad,1,com.tencent.mm,18/03/21,Coorect
2855,Stupid app,1,com.tencent.mm,18/03/21,Coorect
2856,You got boycott from myanmar,1,com.tencent.mm,18/03/21,Error
2857,I even payed to get verified but then the sms verification says suspicious attempt.,1,com.tencent.mm,18/03/21,Error
2858,Do not open my wechat account,5,com.tencent.mm,18/03/21,Error
2859,Let this app add all number ID,5,com.tencent.mm,17/03/21,Coorect
2860,Best,5,com.tencent.mm,17/03/21,Coorect
2861,"All chinese products are fake and scamming , fully rubbish",1,com.tencent.mm,17/03/21,Error
2862,I love the app very reliable and works perfectly,5,com.tencent.mm,17/03/21,Coorect
2863,This app is Selling our data to the government of China,1,com.tencent.mm,17/03/21,Coorect
2864,It's my first time using the app,5,com.tencent.mm,17/03/21,Coorect
2865,Very usefil and works pretty well.,4,com.tencent.mm,17/03/21,Error
2866,too slow 🐌 😴 i slept when i open it,1,com.tencent.mm,17/03/21,Error
2867,Kollam,5,com.upgrad.student,18/03/21,Error
2868,Kunal,5,com.upgrad.student,18/03/21,Error
2869,"I like most that provide very usefull informations to students and who need it. Every section is well managed, easy to find all programs and courses details.",5,com.upgrad.student,18/03/21,Error
2870,It’s a great and best opportunity to all those people who are quite passionate and enthusiastic about analytics. I would like to wish them the best of all and good luck for their career.,5,com.upgrad.student,18/03/21,Coorect
2871,UpGrad in association with IIIT-Bangalore is reshaping the future of business data analytics and supporting many data enthusiasts as I to realize getting the job of our dreams.,5,com.upgrad.student,18/03/21,Error
2872,I would like to signoff saying that PGDDA course from UpGrad and IIIT-Bangalore will give India the best Data Analysts of tomorrow who will become a very crucial part of the analytics domain and industry.,5,com.upgrad.student,18/03/21,Error
2873,"Faculty at UpGrad has been very supportive and helpful. I would like to thank my student mentor Vanshika Agrawal, under whose guidance and mentorship, I have come so far in this course.",5,com.upgrad.student,18/03/21,Error
2874,I would like to extend my warm regards and thanks to the following professors for illuminating us with their knowledge and I would say that they are a very rich and vital sources of education.,5,com.upgrad.student,18/03/21,Coorect
2875,Case studies and Assignments in each module have further helped me develop as an analyst and I have full faith that this experience would come in handy at times when I undertake any critical projects in future.,5,com.upgrad.student,18/03/21,Error
2876,the only thing which inspires me is the useful questions and answers session which keeps on happening on a daily basis in the discussion forum.,5,com.upgrad.student,18/03/21,Error
2877,I would like to say that joining this course in cohort-2 has truly been a quite wonderful opportunity as I came across lot of analytical minds,5,com.upgrad.student,18/03/21,Coorect
2878,It has been 8 months almost since the course has started and UpGrad has exposed me to all the challenges and developments which would happen in a real scenario in the data analytics industry.,5,com.upgrad.student,18/03/21,Error
2879,"PGDDA course from UpGrad and IIIT-Bangalore has happened fortunately to me and it has helped enhance my skills in Excel, SQL, R etc.",5,com.upgrad.student,18/03/21,Error
2880,"I was looking forward to join a course which helps understand data analytics and improve my analytical skills. Thanks to facebook, it introduced me to PGDDA course from UpGrad and IIIT-Bangalore.",5,com.upgrad.student,18/03/21,Error
2881,The only thing which helped me while working as a call centre agent is English communication skills as I got a good command over the language while speaking to with Americans.,5,com.upgrad.student,18/03/21,Error
2882,Best thing is that it work smoothly even on slow internet connections. At the end I want to thank Upgrad for giving me this ultimate learning opportunity free of cost.,5,com.upgrad.student,18/03/21,Error
2883,They also showed me real life startup and their founder story which makes me more motivated. The layout of upgrad app and website is good enough & easy to use and understant.,5,com.upgrad.student,18/03/21,Error
2884,The course constructors and representatives are very good throughout the course.They used very simple and understandable language and easy terms for explaning.,5,com.upgrad.student,18/03/21,Error
2885,"After learning this course I’m damn sure I have learned each and every thing from 0 to 100 for startup like-Marketing & management, Accounts and finance",5,com.upgrad.student,18/03/21,Coorect
2886,It gaves me step by step instructions regarding startup and how to manipulate it in pratical.Test & assignments at the end of the every lacture makes me more focused and alert.,5,com.upgrad.student,18/03/21,Error
2887,The contents of this course are excellent and kept in very systematic way.each module given under specified category and covers each and every single topic related to that module.,5,com.upgrad.student,18/03/21,Error
2888,Make sure you download this application and improve your skills because this application is the best application on the Play Store.,5,com.upgrad.student,18/03/21,Coorect
2889,You can be better than what you are today you can change your life throughout with upgrading your skills.,5,com.upgrad.student,18/03/21,Coorect
2890,This app have all the things you required to become expert in your particular industry you can be your own Boss,5,com.upgrad.student,18/03/21,Error
2891,Good game,4,com.ea.game.simcitymobile_row,18/03/21,Coorect
2892,I got a placement in with very good package and where did I studied my AI course from upgrad,5,com.upgrad.student,18/03/21,Error
2893,The training program is really good you can change your career to a better place,5,com.upgrad.student,18/03/21,Error
2894,Supercharge your data science skills you can improve all you have to do is download upgrad,5,com.upgrad.student,18/03/21,Error
2895,You can have a better future by using this application this will make you a better scholar,5,com.upgrad.student,18/03/21,Coorect
2896,"Loved the app!.. Doesn't have ads, clean interface easy to use. Course material is well thought and ideal for beginners to learn. Thanks, Team UpGrad...",5,com.upgrad.student,18/03/21,Error
2897,"Absolutely incredible platform to learn, Basic and advance everything is in this application, we don't want to look anywhere else now. Thanks UpGrad...",5,com.upgrad.student,18/03/21,Error
